,user,profile
1723,Kiessling_MdB,"Bundestagsabgeordneter, Wahlkreis Starnberg-Landsberg, #CSU, Mitglied in den Ausschüssen für Umwelt und für Bau, Wohnen, Kommune und Stadtentwicklung"
1724,maxmoerseburg,MdB für Stuttgart | CDU | Obmann für Kultur und Medien | Arbeit und Soziales 🇩🇪🇪🇺
1725,edelhaeusser,Ihr Bürgermeisterkandidat für Roth
1726,ThomasHeilmann,"MdB für Steglitz-Zehlendorf, Klimapolitiker, Vors. der KlimaUnion, Justizsenator a.D., Unternehmer, Autor vom #NEUSTAAT, CDU | Team kommentiert mit /TTH 🇺🇦"
1727,janoschdahmen,MdB @GrueneBundestag. Sprecher #Gesundheitspolitik. Mitglied im #Gesundheitsausschuss. Vorher: Oberarzt der Ärztlichen Leitung des Rettungsdienst Berlin 😷 💚
1728,herr_emmerich,🏛Mitglied des Bundestags für Ulm & Alb-Donau. Obmann im Innenausschuss und Mitglied im Sportausschuss für @gruenebundestag. 🌻Parteirat @gruenebw. ⚽️@VfB-Fan.
1729,Philipp_Amthor,"Mitglied des deutschen Bundestages (CDU). Wahlkreis 16 (Mecklenburgische Seenplatte I - Vorpommern-Greifswald II)
+++Fanseite+++"
1730,junomaerz,antifacist & intersectional feminist // cities for all 🌿 // re-elected MPP in Berlin // previously @germanyincanada // tweets deutsch + english // 030 ✊
1731,kliche_behnke,🏛 Landtagsabgeordnete @spdlandtagbw 🌹 Stellv. Vorsitzende @spdbawue 🏫 Stadträtin in Tübingen 🤱🏻 Vorsitzende FBS und Mama von 3 Kindern ⛪️ Kirche
1732,thekla_walker,"🌻 Ministerin für Umwelt, Klima und Energiewirtschaft @UmweltBW
📍 Landtagsabgeordnete für den Wahlkreis Böblingen @FraktionGruenBW"
1733,RuedigerKlos,2016 AfD-Landtags-Direktmandat Mannheim I (Wahlkreis 35). 2021 im Wahlkreis 55 Tuttlingen-Donaueschingen wieder in den Landtag gewählt.
1734,balzer_dr,"Landtagsabgeordneter der AfD aus Bad Schönborn, für den Wahlkreis 29. Seit 2016 im Landtag von Baden-Württemberg."
1735,weinmann_nico,"Abgeordneter der FDP im Landtag BW, Sprecher für #Recht, #Medien und #Bevölkerungsschutz, Fraktionsvorsitzender im Gemeinderat #Heilbronn"
1736,DanielBornMdL,"Vizepräsident des Landtags von Baden-Württemberg. Wahlkreisabgeordneter für Hockenheim, Schwetzingen und Region. Vorsitzender SPD-Kreisverband Rhein-Neckar."
1737,patrickrappmdl,"Mitglied des Landtags von Baden-Württemberg - Staatssekretär im Ministerium für Wirtschaft, Arbeit und Tourismus - Wahlkreis Breisgau"
1738,NataliePfau1,"promovierte Politologin, Wissenschaftliche Mitarbeiterin am Fraunhofer IAO, Projektleitung Morgenstadt"
1739,ErnstKopp,Bürgermeister Mitglied des Landtages von Baden-Württemberg SPD-Bürgerbüro Kapellenstraße 17 76437 Rastatt
1740,jonasweber,Mitglied des Landtags von Baden-Württemberg #spd
1741,elmarhayn,"MdL Bayern & Sprecher für Fragen des Öffentlichen Dienstes 🌻Klimaschützer, Kaufmann und Kämpfer für bezahlbaren Wohnraum"
1742,KWansner,"Mitglied des Abgeordnetenhauses von Berlin (CDU)
für den Bezirk Friedrichshain-Kreuzberg"
1743,Fuer_immer_Juli,"💚-Mitglied des @AGH_Berlin für P-Berg/Weißensee
'Fight for the things you care about but do it in a way that will lead others to join.'
Insta: juli.schnei"
1744,Foerster_Chris,Mitglied des Abgeordnetenhauses von Berlin | Sprecher für Digitalisierung u Datenschutz |Vorsitzender der CDU Britz | Stellv. Kreisvorsitzender der CDU Neukölln
1745,AMohrenberg,Abgeordneter @buergerschaftHH | stellv Vorsitzender @spdhh | macht was fürs Klima
1746,Boris_Rhein,Hessischer Ministerpräsident @RegHessen. Hier twittert das Team von Boris Rhein (Red). https://t.co/pbBKBouwG4
1747,bijan_kberg,Mastodon: @bijan@hessen.social  MdL Darmstadt-Stadt II |Digitalpolitischer Sprecher der @hessenSPD | Co-Vorsitzender Forum Kunst + Kultur der SPD in Hessen eV
1748,dirk_bamberger,Direkt gewählter Landtagsabgeordneter im Wahlkreis Marburg-Biedenkopf II
1749,stefan_naas_fdp,"Spitzenkandidat der @fdphessen 🚀 Abgeordneter der @fdp_hlt 📣 Sprecher: Wirtschaft, Verkehr, Kultur und mehr 🏛️ Bürgermeister der Stadt #Steinbach a.D."
1750,SauerSchardt,Abgeordnete für den Wahlkreis Limburg-Weilburg | Sprecherin der @fdphlt für Haushalt und Finanzen und Rechtspolitische Sprecherin
1751,ManuelaStrube,Bürgermeisterin der Stadt Baunatal
1752,TaylanBurcuMdL,Abgeordneter im Hessischen Landtag🏛️ aus Frankfurt🏙️ Integrations- und Flüchtlingspolitischer Sprecher der Landtagsfraktion @Gruenehessen 💚🌻🏳️‍🌈
1753,MirjamschmidtM,Mitglied des Hessischen Landtags • BÜNDNIS 90/DIE GRÜNEN 🌻 • Sprecherin für Kunst und Kultur • Mitglied im Europaausschuss • Kunsthistorikerin
1754,NGersberg,"Überzeugte Offenbacherin,  Sozialdemokratin, Mitglied des Hessischen Landtags. Frauenpolitische Sprecherin. Mitglied im ASF Bundesvorstand."
1755,Scholz_AfD,#AfD Hessen stellv. Landessprecher
1756,katywalther1,MdL Bündnis 90 / Die Grünen Hessen
1757,SebEhlers,"PGF der CDU-Landtagsfraktion in M-V, Stadtpräsident der schönsten Landeshauptstadt der Welt, Familienmensch, HSV-Fan und vieles mehr.😀"
1758,davidwulffmdl,Mitglied des Landtages Mecklenburg-Vorpommern | Parl. Geschäftsführer @FDPFraktionMV | Generalsekretär der @FDP_MV | Unternehmer | Rettungsschwimmer
1759,Der_FrederiCo,- MdL in NRW - Vorsitzender (NRW Jusos) a.D. / Für die Jusos im Vorstand der NRWSPD
1760,Tamara__Mueller,MdL in RLP - hier privat #Sozialdemokratin #Politik 📌 #Hunsrück #Mosel #Biologin #Molekularbiologie #Neuro🧠 #Klimaschutz 🌍 #Wissenschaft
1761,Michael_Frisch_,Vorsitzender der AfD Landtagsfraktion in Rheinland-Pfalz
1762,KaWaechter,Landtagsabgeordnete @cdurlp | Steuerberaterin
1763,IrisNieland,stellvertretende Vorsitzende der AfD-Fraktion im Landtag Rheinland-Pfalz 🇩🇪
1764,cws_mainz,Vorsitzende der @FDPFraktionRLP. Hier eher lesend als schreibend unterwegs.
1765,Doris_Ahnen,Staatsministerin und Landtagsabgeordnete
1766,Helge_Schwab,Politiker aus Leidenschaft
1767,MichaelSimonSPD,SPD Landtags-Kandidat für Landkreis Kreuznach
1768,EndersDr,Landrat Kreis Altenkirchen
1769,sippelheiko,"Landrat des Landkreises Alzey-Worms seit 1.1.20, Dipl. Verwaltungswirt (FH); Mitglied des Landtages Rheinland-Pfalz bis 31.12.19"
1770,MarcusKlein,"Jurist, Pfälzer, Landtagsabgeordneter und Beigeordneter in meiner Heimat"
1771,GrimmBenne,"Ministerin für Arbeit, Soziales, Gesundheit und Gleichstellung des Landes Sachsen-Anhalt, twittert hier privat"
1772,ElkeKuch,+++ YOUR IMAGE +++ MY TEAM +++ ONE SPIRIT+++ Marketing + Design + Web + Werbung + Film + Foto + Event IHR ERFOLG IST MEINE LEIDENSCHAFT
1773,SusanSziborra,"Gesundheits-und Krankenpflegerin, Stadträtin in Quedlinburg, Mitglied des Landtages, Räuberinmutter | Tweets vom Team: /cfl"
1774,PraesidentLT_ST,"Präsident des Landtages Sachsen-Anhalt, Präsident DNK @kulturerbe_DNK, STS Kultur a.D., Fan vom Ringheiligtum Pömmelte und #Kultur #wirdgemacht #gibtSinn"
1775,Buchheim1,"Abgeordnete @linksfraktionST im Landtag von Sachsen-Anhalt, Wahlkreis Köthen"
1776,MichaScheffler,Bürgermeister in Höhnstedt
1777,CorneliaKlisch,"Ich bin Ärztin, Mutter und Landtagsabgeordnete der SPD Thüringen. Und ich bin aus ganzem Herzen Erfurterin."
1778,c_herrgott,"Generalsekretär der CDU Thüringen, Mitglied des Thüringer Landtags, Vorsitzender CDU Kreisverband Saale-Orla"
1779,die_meissner,"Stellvertretende Landesvorsitzende CDU Thüringen, seit 2006 Landtagsabgeordnete, Kreistags-und Stadtratsmitglied, Ehrenamtliche Bürgermeisterin Sonneberg"
1780,mdl_schubert,"Mitglied des Thüringer Landtages
Wirtschaftspolitischer Sprecher Fraktion DIE LINKE_Th,
Vorsitzender der Stadtratsfraktion in Gera,Russlandversteher, Radfahrer"
1781,Cotta_AfD,"Bankbetriebswirt
MdL in Thüringen 
Stellv. Fraktionsvorsitzender der @AfD_ThL 
Sprecher für Medienpolitik, Finanzpolitik, Sportschützen und Jagd"
1782,maurer_katja,Kommunalpolitische Sprecherin und stellv. Fraktionsvorsitzende für @linke_thl | Fraktionsvorsitzende @dielinke_erfurt im Stadtrat 🏰
1783,RMMontag,🗽Generalsekretär FDP Thüringen 🤵🏻MdL 👨🏼‍⚕️Gesundheitspolitik 🚑Vorsitzender AG Gesundheit FraVoKo der FDP
1784,lenaguengoer,Abgeordnete @ThuerLandtag @linke_thl II Arbeits- und Gewerkschaftspolitik II Fraktionsvorsitzende @dieLinkeJena II Vorstandsvorsitzende @RLS_Thueringen
1785,UteBergner,"MdL, Mitglied des Thüringer Landtags
Geschäftsführende Gesellschafterin VACOM"
1786,rimuehl,"Polizist und etwas Politiker.
Thüringer Landtag - Innenpolitischer Sprecher und im Stadtrat Erfurt"
1787,OlafScholz,"Bundestagsabgeordneter für den Wahlkreis 61, Sozialdemokrat @spdde, @bundeskanzler. Hier twittert das Team Olaf Scholz."
1788,NancyFaeser,Bundesministerin des Innern und für Heimat | Landesvorsitzende SPD Hessen | ❤️
1789,ABaerbock,Offizieller Twitter Account von Außenministerin Annalena Baerbock │ Official Twitter Account of Foreign Minister Annalena Baerbock
1790,MarcoBuschmann,Bundesminister der Justiz • Mitglied des Deutschen Bundestags • Es twittern Marco Buschmann und Team Buschmann (TB)
1791,hubertus_heil,"Bundesminister für Arbeit und Soziales, MdB für den Wahlkreis Gifhorn/Peine. Stellvertretender Vorsitzender der SPD."
1792,cem_oezdemir,Direkt gewählter Bundestagsabgeordneter für Stuttgart & Bundesminister für Ernährung und Landwirtschaft
1793,Karl_Lauterbach,"SPD Bundestagsabgeordneter, Bundesgesundheitsminister, der hier selbst und privat tweetet."
1794,Wissing,"Bundesminister für Digitales und Verkehr, Vorsitzender der FDP Rheinland-Pfalz Impressum: https://t.co/pNKasLMS7j"
1795,SteffiLemke,Bundesumweltministerin @BMUV | Mitglied des Deutschen Bundestages (Bündnis 90/Die Grünen) | Paddlerin | Dessau-Rosslau | Hier twittere ich selbst
1796,starkwatzinger,Bundesministerin für Bildung und Forschung • MdB • Landesvorsitzende der FDP Hessen • Bürgerin • Aus vollem Herzen Mutter.
1797,SvenjaSchulze68,"Münsteranerin, Sozialdemokratin, MdB und Bundesministerin für wirtschaftliche Zusammenarbeit und Entwicklung. Das ist mein persönliches Twitter-Profil."
1798,BenjaminHoff,Father of 3 sons / Minister & Head of State Chancellery @thueringende / @dielinke / my views / RT ≠ endorsements / Not the author of „The Tao of Pooh“ 🇪🇺 🚩✡️
1799,HelmutHolter,"Thüringer Minister für Bildung, Jugend und Sport. Twittert hier privat. RT ist keine Zustimmung."
1800,MalteKrueckels,Thüringer Staatssekretär für Medien und Bevollmächtigter beim Bund | Fotos: Copyright S-WOK/Thomas Pflaum | Tweets vom Pers. Referenten als ST markiert
1801,CIO_Thueringen,Hier twittern Dr. Schubert & sein Team zum #EGovernment in Thüringen. Tweets seines Teams enden mit (TCIO) https://t.co/y5z6iRLMOf
1802,FellerCarsten,"Wirtschaft und Wissenschaft, Sozialdemokrat, Staatssekretär im TMWWDG, hier privat"
1803,valentinakerst,"Staatssekretärin a.D., Digitalisierung, Politik, Lust auf Zukunft"
1804,guterolaf,Umweltstaatssekretär a.D. im Grünen Herzen Deutschlands - hier privat
1805,Torsten_Weil,"hier rein privat unterwegs aber mit Haltung und Standpunkten. geboren im wilden Osten, und heute Pendler zwischen West und Ost."
1806,die_linke_th,Hier twittert das Presse- und Social-Media-Team des Landesverbandes DIE LINKE. Thüringen.
1807,Linke_Thl,DIE LINKE. Fraktion im Thüringer Landtag
1808,SPDThueringen,Hier twittert das Team der Thüringer SPD. Gemeinsam mit unserem Vorsitzenden @GeorgMaier8 kämpfen wir für ein solidarisches #Thüringen!
1809,spdthl,Infos über die Arbeit der 8 Abgeordneten der SPD-Fraktion im Thüringer Landtag - RT ≠ endorsement. #plenumth #spd #thueringen
1810,gruenethl,Unsere MdL: @Astrid_RB @henfling_m @OMueller_Jena @BPfefferlein @laura_wahl_ / https://t.co/BLicoEdM2a / https://t.co/FIaDiGgHMj
1811,Gruene_TH,@Die_Gruenen in Thüringen 💚 🌻 Landessprecher*innen: @green_annsophie & @_MaxReschke Landtagsfraktion: @gruenethl Impressum: https://t.co/zb7r2eNRtS
1812,cdu_thueringen,Die @cdu_thueringen ist die #Volkspartei in Thüringen. @MarioVoigt ist unser Landesvorsitzender und @c_herrgott unser Generalsekretär.
1813,cdu_fraktion_th,HEIMAT. LAND. THÜRINGEN. | Politik aus dem Thüringer Landtag | Vorsitzender @mariovoigt
1814,AfD_Thueringen,Twitteraccount des Landesverbandes Thüringen der Alternative für Deutschland (#AfD) | Facebook: https://t.co/BricD2hGeF
1815,fdp_thueringen,"Neuigkeiten und Updates rund um die Politik der FDP Thüringen und alles, was die Liberalen bewegt."
1816,SozialesTH,"Hier twittert das Team der Pressestelle des Thüringer Ministeriums für Arbeit, Soziales, Gesundheit, Frauen u. Familie | https://t.co/BpwdH9zTjp"
1817,UmweltTH,"Thüringer Ministerium für Umwelt, Energie und Naturschutz // hier twittert die Pressestelle // Impressum: https://t.co/BkuymH6YJL"
1818,TMIKThueringen,Hier twittert das Presseteam des Thüringer Ministeriums für Inneres und Kommunales. Kontakt: presse@tmik.thueringen.de
1819,TMIL_Thueringen,Offizieller Twitter-Kanal des Thüringer Ministerium für Infrastruktur und Landwirtschaft. Hier twittert das Team der Pressestelle.
1820,thueringende,Offizieller Twitter-Kanal der Thüringer Staatskanzlei. Nachrichten und Informationen zum Freistaat Thüringen | https://t.co/ntjgD4ZP6v
1821,FinanzenTH,"Hier twittert das Team des Thüringer Finanzministeriums zu Steuern, Haushalt, Finanzen und eGovernment des Freistaats. 
https://t.co/Oir4bqCYaH"
1822,tmwwdg,Offizieller Twitterkanal des TMWWDG. Hier twittert das Team der Pressestelle. https://t.co/aEmyBMCwyw
1823,BildungTH,"Hier twittert das Team der Pressestelle des Thüringer Ministeriums für Bildung, Jugend und Sport – Datenschutz: https://t.co/8wegVtWKGp…"
1824,klausholetschek,"Klaus Holetschek MdL (CSU), in Memmingen daheim, für Bayern Minister, im Allgäu verwurzelt.
#bayern #bayerngemeinsam
https://t.co/Hsx5xH96kN"
1825,csu_lt,Hier twittert die Pressestelle der CSU-Fraktion im Bayerischen Landtag.
1826,fw_bayern,Hier twittert die Landespressestelle #FREIEWÄHLERBayern #FW / #AnpackenfürBayern / Impressum: https://t.co/290Klcv6fK
1827,Gruene_Bayern,"Fair & demokratisch diskutieren: https://t.co/t8Ohgc6qte…
https://t.co/g0AzNHQWXv & https://t.co/dS3Pe0xRBF"
1828,GrueneLandtagBY,Für die Fraktion von Bündnis 90/Die Grünen im @Landtag_Bayern twittert das Kommunikationsteam der Landtags-Grünen
1829,AfD_Bayern,Hier twittert der bayerische AfD-Landesverband | (@AfD_Bayern)| https://t.co/ang6dbmdzp | Jetzt auch im Landtag | https://t.co/uPacAhaqEs
1830,AfD_Bayern_LT,Hier twittert die bayerische AfD-Landtagsfraktion | (@AfD_Bayern_LT)| Folgt uns | Unterstützt uns | https://t.co/XeV31M4GuL… |
1831,BayernSPD,"#MachenStattSödern! Für ein bezahlbares Bayern. Für soziale Politik. Für Dich.
https://t.co/ODUEyhtUu7"
1832,BayernSPD_Lndtg,Hier zwitschert die Pressestelle der SPD-Fraktion im Bayerischen Landtag (#ltby)
1833,fdpbay,"News und Updates rund um die Politik der FDP Bayern und alles, was die Liberalen bewegt. Impressum: https://t.co/JnBLpGkS1r Datenschutz: https://t.co/u4OT9vhRFv"
1834,fdpltby,Voller Ideen für das Bayern von morgen! 🚀
1835,BauenBewegen,"Alle Neuigkeiten rund um #leben #bauen #bewegen

💪| Bauministerium
🚧🏗👷‍♂️👷‍♀️🏡🏘🏬🏙⛪🏟🏛🏫🏭🏰🌉

🚦| Verkehrsministerium
🚗🚲🚍🚆🚛⛵🚢✈🚡🛴🚜🏍🚅🚇🚊"
1836,BayStMI,"Herzlich willkommen beim Bayerischen Staatsministerium des Innern, für Sport und Integration. Netiquette, Datenschutz und Impressum: https://t.co/vNwmvmhLqo."
1837,KM_Bayern,"Willkommen auf unserem Account.💙
Hier twittert das Social-Media-Team.🙋‍♀️🙋

https://t.co/BIIQE446IP https://t.co/pnTIoXVpF6 https://t.co/sya1DXyDpS…"
1838,Finanzen_Bayern,Offizieller Twitter-Account des Bayerischen Staatsministeriums der Finanzen und für Heimat
1839,BayStMWi,"Servus, wir sind der Standort Bayern! 👋

💬  Sprecht mit uns über die Themen Energiewende, Wasserstoff, Hightech & Start-ups. 

Impressum&Datenschutz👇"
1840,STMUV_Bayern,Hier twittert das Bayerische #Staatsministerium für #Umwelt und #Verbraucherschutz. Das erste Umweltministerium in Deutschland und weltweit!
1841,StMGP_Bayern,"Bayerisches Staatsministerium für Gesundheit und Pflege – Offizieller Twitter Account.
Informationen zu Gesundheit und Pflege in Bayern und zur Corona-Pandemie."
1842,Dirk_Behrendt,Senator a.D.
1843,RegineGuenther,Direktorin Stiftung Denkfabrik Klimaneutralität
1844,BoehningB,"Film, Kultur und Eisern."
1845,cjgaebler,"https://t.co/8Wmle0XFeE.Verkehrswesen,Fußball-Schiri/-Spieler,Vizepräs.Berliner Fußball, Chorsänger, SPD, Senator für Stadtentwicklung, Bauen und Wohnen in Berlin, hier privat"
1846,SteffenKrach,Präsident der @RegionHannover. ❤👨‍👩‍👦‍👦+👶. SPD. #H96.
1847,SawsanChebli,"Sozialdemokratin, Feministin, Mutter. Will die Welt gerechter machen. Positive Energie und gute Ideen sind willkommen, Hass& Drohungen werden angezeigt"
1848,Mac_Frank,Alter Verwalter und smarter Stadtgestalter. Mein Ding: Menschen - Prozesse - Strukturen. #Sozi #UTB #GemischteStadt
1849,Crickerts,Staatssekretär @SenWiEnBe a.D.| Wikimedian (@WikimediaDe) a.D.
1850,SabineSmentek,neugierig
1851,martinmatz,"Innenpolitischer Sprecher SPD, Abgeordnetenhaus von Berlin, Zehlendorf/Lichterfelde. Früher: BzStR, Diakonievorstand, StS. Stets: SPD, ev., lebenslang grünweiß"
1852,AndrejHolm,"Stadtsoziologe, Aktivist, parteilos aber parteiisch für die Interessen der Mieterinnen und Mieter. @AndrejHolm@berlin.social"
1853,wenkexin,"Berlinerin, Internationalistin, Stadtpolitikerin.
Staatssekretärin für Integration und Soziales in Berlin."
1854,IngmarStreese,"Abteilungsleiter Klimaschutz, Energie und Mobilität, MKUEM, Rheinland-Pfalz - privat"
1855,FischerSeverin,Staatssekretär für Energie und Betriebe bei der @SenWiEnBe - hier privat unterwegs
1856,amtrasnea,"Mitglied des Deutschen Bundestages @spdbt, Landesvorstand @spdberlin, Bevollmächtigte und Staatssekretärin a.D."
1857,Kam_Markus,"Überzeugter Volkswirt, Europäer, Pankower und Vater. Staatssekretär a.D. #Berlin, mag es wohltemperiert / views are my own"
1858,aziz_b,"Staatssekretär für Soziales in Berlin, Co-Vorsitzender der AG Migration und Vielfalt in der SPD"
1859,wettafrosch,#💚 privat hier #Berlinerin
1860,armaghipour,Board @ndorgs & @deutschplus
1861,spdberlin,SPD-Landesverband Berlin - Informationen aus dem Kurt-Schumacher-Haus zur Berliner Landespolitik • Impressum: https://t.co/sYz6U50UAq
1862,spdfraktionbln,Hier twittert die SPD-Fraktion des Abgeordnetenhauses. Unsere Abgeordneten arbeiten mit vollem Einsatz im Parlament und vor Ort für Berlin.
1863,gruene_berlin,"Grüner Landesverband für Berlin.
Für ein grünes und gerechtes Berlin.
⬇️
https://t.co/iq3o3cFYze"
1864,GrueneFraktionB,"Berlin. Öko. Sozial. 🐻🌻💚 Mit 34 Abgeordneten machen wir Politik für 3,8 Millionen | Fraktion von BÜNDNIS 90/DIE GRÜNEN im Berliner Abgeordnetenhaus"
1865,dielinkeberlin,DIE LINKE. Landesverband Berlin | News und Wissenswertes aus der Landesgeschäftsstelle | Mitmachen: https://t.co/eEyTQE6KJR
1866,LinksfraktionB,"Lasst euch nichts erzählen, dass man nichts ändern kann! Wir freuen uns auf sachliche Debatten. 
Auch: https://t.co/VeocnCpdyK…"
1867,AfDBerlin,•Mitteilungen & Kommentare des #AfD Landesverbandes Berlin •Impressum: https://t.co/boeXTCnann •RT ≠ Zustimmung! • Fraktion: @AfDFraktionAGH
1868,cduberlin,Hier twittert die Pressestelle des CDU Landesverbandes #Berlin.
1869,CDUBerlin_AGH,Hier twittert die Pressestelle der CDU-Fraktion im #Abgeordnetenhaus von #Berlin. Impressum: https://t.co/DSFwg1Qo3u
1870,fdp_berlin,https://t.co/dlaygy91Y3
1871,FDPFraktionBLN,"Live aus dem Abgeordnetenhaus von Berlin: 12 Abgeordnete, 1000 Ideen für #Bildung🎓, #Wirtschaft🚀, #Digitalisierung📱. #AGH"
1872,SenBJF,"Hier twittert das Social Media Team der Senatsverwaltung für Bildung, Jugend und Familie."
1873,senfin,Hier twittert die Pressestelle der Senatsverwaltung für Finanzen
1874,Innensenatorin,"Hier postet das Social-Media-Team der #SenInnSport über Innenpolitik, Sicherheit und Sport in Berlin. | Instagram: seninnsportberlin | Netiquette: https://t.co/RlNpbG2EdI"
